date,product_id,price,promotion,holiday,weather_index,units_sold,day_of_week,month
2021-02-16,1,11.334066073552828,1,0,1.809749922745831,45,1,2
2021-02-17,1,7.286203541968308,0,0,-1.4848782887390173,45,2,2
2021-02-18,1,6.621351611228381,0,0,1.652384898997565,44,3,2
2021-02-19,1,19.55662302609169,0,0,1.7643474403995334,44,4,2
2021-02-20,1,11.475998289263291,0,0,-0.5974104032926806,46,5,2
2021-02-21,1,5.976154625897862,0,0,1.051887501198287,59,6,2
2021-02-22,1,5.923211878197454,1,0,-0.0320434821804276,51,0,2
2021-02-23,1,8.692865673164647,0,1,-1.7842628395311382,45,1,2
2021-02-24,1,16.13059979864117,0,0,-0.7435378044041594,42,2,2
2021-02-25,1,9.508756181106293,0,0,-0.0993016076970115,46,3,2
2021-02-26,1,8.938909157824876,0,0,-0.8052409412942061,45,4,2
2021-02-27,1,14.521005317386642,0,0,-1.809162121106627,52,5,2
2021-02-28,1,13.44318864870064,0,0,0.8158967002358141,40,6,2
2021-03-01,1,8.897342508927515,0,0,0.8677930908476588,44,0,3
2021-03-02,1,19.400212563198544,0,0,-0.4668447581197263,38,1,3
2021-03-03,1,10.928765759580292,0,0,0.7497803379419603,38,2,3
2021-03-04,1,5.371047108778812,0,0,-1.184813354192994,55,3,3
2021-03-05,1,16.775274630417847,0,0,0.1430102825490674,51,4,3
2021-03-06,1,16.534309275440343,0,0,-0.3165127053630587,39,5,3
2021-03-07,1,16.010868328373473,0,0,-1.7850972393166311,42,6,3
2021-03-08,1,11.19634528079829,0,0,-0.7976176517780308,42,0,3
2021-03-09,1,6.845756005294831,0,0,0.5289901176294598,39,1,3
2021-03-10,1,10.83810052733943,0,1,-0.482804748342823,46,2,3
2021-03-11,1,10.859484415011416,1,0,-0.1547126064418575,46,3,3
2021-03-12,1,14.437339231854288,0,0,-0.3930544198544234,40,4,3
2021-03-13,1,14.603517347524374,0,0,0.1344489288634546,45,5,3
2021-03-14,1,7.250802542666834,0,0,-0.4894444837637552,51,6,3
2021-03-15,1,17.621737853706904,0,0,0.2212428399745548,40,0,3
2021-03-16,1,16.351300923098876,0,0,0.4876078707784969,42,1,3
2021-03-17,1,7.301319503381871,0,0,0.216397235919753,51,2,3
2021-03-18,1,5.025420479556847,0,0,-1.108861666041584,54,3,3
2021-03-19,1,16.858315028180424,0,0,-0.5176775721760574,46,4,3
2021-03-20,1,7.47469578097848,1,0,0.3873326576375938,48,5,3
2021-03-21,1,15.290330127179402,1,0,-0.1687361824160903,46,6,3
2021-03-22,1,6.987797183325376,0,0,-0.1540568625672424,46,0,3
2021-03-23,1,9.05704597552771,0,0,1.0304283012396656,43,1,3
2021-03-24,1,7.022739076034107,0,0,0.1471314266050413,48,2,3
2021-03-25,1,11.278747526253952,0,0,-0.1968188007360541,52,3,3
2021-03-26,1,8.584395697087826,1,0,-2.15367583481488,53,4,3
2021-03-27,1,18.28417230759129,0,0,0.8104337388051381,31,5,3
2021-03-28,1,19.26493603040656,0,0,1.1637947527905492,42,6,3
2021-03-29,1,12.45881296730023,0,0,-0.0549918279655821,38,0,3
2021-03-30,1,10.350790568437674,0,0,-0.5911077262669179,42,1,3
2021-03-31,1,19.25788703083356,0,0,-1.381305610170109,38,2,3
2021-04-01,1,17.87188803174658,0,0,-0.2463370121701832,42,3,4
2021-04-02,1,10.305736612632195,0,0,-0.4123367002880761,45,4,4
2021-04-03,1,17.100528170201553,0,0,-2.269725993966895,46,5,4
2021-04-04,1,16.067826636758017,0,0,-0.3472047739357242,37,6,4
2021-04-05,1,14.54224627394776,0,0,-0.3877089067670586,35,0,4
2021-04-06,1,5.164281839571699,0,0,-0.8776177578746729,53,1,4
2021-04-07,1,16.975588446016673,0,0,1.307639606444726,45,2,4
2021-04-08,1,11.257075323476275,1,0,0.0621806693409348,52,3,4
2021-04-09,1,7.399926258493516,0,0,1.3509547290360326,50,4,4
2021-04-10,1,6.459770228061794,0,0,-0.3719995563575248,42,5,4
2021-04-11,1,8.889501662454741,0,0,-0.8489073030073363,43,6,4
2021-04-12,1,16.0639886417164,0,0,1.749665182511704,46,0,4
2021-04-13,1,18.218872341127675,0,0,-0.7487201635840611,40,1,4
2021-04-14,1,10.228573489602638,0,0,-0.9502357125973542,39,2,4
2021-04-15,1,10.962019439866806,0,0,0.5399333008498137,41,3,4
2021-04-16,1,8.839308555931165,0,0,-0.750507799505758,43,4,4
2021-04-17,1,15.466395697993748,0,0,0.8032375465111098,46,5,4
2021-04-18,1,15.134607993814209,1,0,0.1227450257520235,44,6,4
2021-04-19,1,5.530329738294051,0,0,-0.0888645120298929,52,0,4
2021-04-20,1,19.335963046195324,1,0,-0.7851173750738972,39,1,4
2021-04-21,1,9.194010001983804,0,0,-1.195437077222517,44,2,4
2021-04-22,1,18.3245400405413,0,0,-0.8725837103361725,37,3,4
2021-04-23,1,13.89413776994648,0,0,-0.49035589394759,41,4,4
2021-04-24,1,12.77084548100877,0,0,-0.7489971909876704,47,5,4
2021-04-25,1,10.057259641533076,0,0,0.2112039267158575,35,6,4
2021-04-26,1,10.58870115000623,0,0,1.1845298286091226,52,0,4
2021-04-27,1,5.559033740908006,1,0,-1.0693941974067112,53,1,4
2021-04-28,1,17.353072727746785,0,0,0.0988577612877986,38,2,4
2021-04-29,1,19.058341709289724,0,0,-0.4437925676777927,39,3,4
2021-04-30,1,15.927264856515771,0,0,1.5338049501276383,48,4,4
2021-05-01,1,13.071747741643708,0,0,-0.2083364836409479,45,5,5
2021-05-02,1,16.143579077435533,0,0,-0.162685346203264,41,6,5
2021-05-03,1,17.494577571680956,0,0,2.0661789271097923,45,0,5
2021-05-04,1,10.438910870539884,0,0,-0.6159523652664791,40,1,5
2021-05-05,1,9.344740021194823,0,0,0.3667422696387199,48,2,5
2021-05-06,1,6.142295696121466,1,0,1.0642100050033092,46,3,5
2021-05-07,1,10.38925230429412,0,0,1.26099757427758,45,4,5
2021-05-08,1,16.665652940110576,0,0,-0.3764477760462228,47,5,5
2021-05-09,1,10.130276978752365,1,0,-1.2797352439390894,49,6,5
2021-05-10,1,12.444740577789556,0,0,2.2429946699556704,40,0,5
2021-05-11,1,18.792073126122126,0,0,0.2530787983342679,39,1,5
2021-05-12,1,7.029859975374339,1,0,-0.0636853980000111,55,2,5
2021-05-13,1,16.95773799091914,0,0,0.4101730797386669,37,3,5
2021-05-14,1,15.85993796091866,0,0,0.2132357425150341,49,4,5
2021-05-15,1,11.683764660486124,1,0,0.8208038488469792,38,5,5
2021-05-16,1,8.63171499767592,0,0,-1.8427582249045984,52,6,5
2021-05-17,1,18.56040917492364,0,0,0.8749918744846774,35,0,5
2021-05-18,1,5.647748543162663,0,0,2.1639525013732874,45,1,5
2021-05-19,1,10.043987282489244,1,0,0.2140565106571559,40,2,5
2021-05-20,1,9.8566273114504,0,0,-0.7517771743513839,49,3,5
2021-05-21,1,11.679784047278112,0,0,1.0346503873231296,46,4,5
2021-05-22,1,11.687284708850086,0,0,0.0335354817687691,41,5,5
2021-05-23,1,7.216820125712022,0,0,-0.765997338783284,47,6,5
2021-05-24,1,9.191183879732131,0,0,-1.08275949615441,44,0,5
2021-05-25,1,13.359766193786808,0,0,1.140066058462253,47,1,5
2021-05-26,1,15.503677749458893,1,0,0.3553460255518739,49,2,5
2021-05-27,1,8.294738558314016,0,1,-0.693483046845927,48,3,5
2021-05-28,1,8.450230096537359,0,0,-1.8675821212022468,45,4,5
2021-05-29,1,10.51887264992342,0,0,-1.288191574723962,39,5,5
2021-05-30,1,8.387202267296738,1,0,0.7781687904186553,52,6,5
2021-05-31,1,9.388922607641137,1,0,-0.0498413771043643,59,0,5
2021-06-01,1,5.23046299629464,0,0,-1.244229820183133,48,1,6
2021-06-02,1,16.890630295829517,0,0,0.2793767016315497,40,2,6
2021-06-03,1,9.473541526608187,0,0,0.7388322647846691,37,3,6
2021-06-04,1,10.452730869447253,0,1,1.7154384605461874,49,4,6
2021-06-05,1,14.5601614773439,0,0,-0.9297531777988874,40,5,6
2021-06-06,1,8.52571413341857,0,0,0.068463729528313,42,6,6
2021-06-07,1,12.556606603913924,1,0,0.1077200581983248,50,0,6
2021-06-08,1,13.453428124202432,0,0,-0.1631524078085564,40,1,6
2021-06-09,1,17.097946839098775,0,0,-0.9444671172062564,41,2,6
2021-06-10,1,17.69404646324673,0,0,-0.1805206277213765,45,3,6
2021-06-11,1,12.099063538525533,0,0,-0.6395410736449714,36,4,6
2021-06-12,1,8.023977030534788,0,0,-1.878946791315914,46,5,6
2021-06-13,1,7.789739739076204,0,0,-0.2872547678855231,53,6,6
2021-06-14,1,17.374608466551948,1,0,0.3271060918385702,49,0,6
2021-06-15,1,16.29532975778868,1,0,-0.736629477148691,48,1,6
2021-06-16,1,19.19272979453341,0,0,-0.0037585030942247,36,2,6
2021-06-17,1,17.549530592074692,0,0,-0.4499645056403187,42,3,6
2021-06-18,1,12.39321961222571,0,0,1.46555617777895,35,4,6
2021-06-19,1,11.736821105587325,0,1,-0.2787931638642861,52,5,6
2021-06-20,1,8.903892506691841,0,0,0.2651829680957661,39,6,6
2021-06-21,1,13.5032900050618,0,0,-0.4990418278567231,44,0,6
2021-06-22,1,14.27006702838428,0,0,-1.36472410412683,42,1,6
2021-06-23,1,8.569879201174732,0,0,0.5070822722102163,51,2,6
2021-06-24,1,12.815676442859786,0,0,1.1341105582820816,37,3,6
2021-06-25,1,11.170199756675125,0,0,-1.3107117024684916,50,4,6
2021-06-26,1,19.163748372718736,0,0,0.2516433972808893,43,5,6
2021-06-27,1,9.135067229007728,0,0,-0.5394637445925327,47,6,6
2021-06-28,1,15.708686310507334,0,0,1.1472839664709642,33,0,6
2021-06-29,1,15.467423198864998,1,1,-0.9827368078645436,46,1,6
2021-06-30,1,9.01742690037664,0,0,-0.0781222927383089,42,2,6
2021-07-01,1,12.311170092499934,1,0,-0.0461330369118674,41,3,7
2021-07-02,1,10.537975841444734,1,0,0.4213555769562712,46,4,7
2021-07-03,1,15.952014965152935,0,0,-2.9405785090289007,44,5,7
2021-07-04,1,11.046855558345776,1,0,1.4170841951518032,51,6,7
2021-07-05,1,7.969470970422504,0,0,0.7687201327119176,54,0,7
2021-07-06,1,10.603284977877005,0,0,-0.2132617296695715,33,1,7
2021-07-07,1,15.04933803219592,0,0,-0.7277459459375343,50,2,7
2021-07-08,1,10.475621955813978,0,0,-0.4473365685563476,48,3,7
2021-07-09,1,13.520726066763329,0,0,0.2485668138352488,46,4,7
2021-07-10,1,13.893863680036954,0,0,0.2398713107612033,45,5,7
2021-07-11,1,11.936081556335449,0,0,0.3047529127094884,38,6,7
2021-07-12,1,14.516574785228094,0,0,0.0784352172825582,41,0,7
2021-07-13,1,15.098774357202805,1,0,0.5343410394644257,47,1,7
2021-07-14,1,19.90075921399018,0,0,1.0799744238529854,42,2,7
2021-07-15,1,7.559871551119889,0,0,-1.048743251342589,55,3,7
2021-07-16,1,15.231756042933698,0,0,0.6798697561074308,49,4,7
2021-07-17,1,10.492360411420565,0,0,-0.1161510235322203,47,5,7
2021-07-18,1,19.195038060848415,0,0,0.7181367059206707,33,6,7
2021-07-19,1,7.710723010655287,0,0,-0.5809633829767028,41,0,7
2021-07-20,1,9.513565092849976,0,0,1.0749943406328937,52,1,7
2021-07-21,1,14.895484852056711,1,0,1.078645683830671,36,2,7
2021-07-22,1,13.95142702912327,0,0,-1.4801752054015327,52,3,7
2021-07-23,1,11.396085433973823,0,0,1.540735742147677,48,4,7
2021-07-24,1,18.716553195403463,0,0,0.1330301070607411,42,5,7
2021-07-25,1,11.96935101182563,0,1,-0.0482168048268972,45,6,7
2021-07-26,1,10.582720428281617,0,0,0.0400702753640866,47,0,7
2021-07-27,1,18.85321299483358,0,0,-0.3224544691306485,36,1,7
2021-07-28,1,13.79555860366388,1,0,-0.3428729353238535,54,2,7
2021-07-29,1,19.442680329132216,1,0,-0.1417741473072649,44,3,7
2021-07-30,1,19.590938276974292,0,0,-0.187478947646347,47,4,7
2021-07-31,1,15.451916859100278,1,0,1.28520423300504,49,5,7
2021-08-01,1,5.297590553889743,0,0,1.1234981642797384,50,6,8
2021-08-02,1,19.071043183449028,0,0,0.0456567359620058,36,0,8
2021-08-03,1,19.497188611621773,0,0,1.7549248291460973,48,1,8
2021-08-04,1,13.833173633016248,0,0,-0.532835127588852,47,2,8
2021-08-05,1,15.65424510001274,0,0,-0.2030496249558133,37,3,8
2021-08-06,1,17.753136279216974,1,0,-0.5164711823206866,41,4,8
2021-08-07,1,13.247949859209,0,0,1.0660642897869808,44,5,8
2021-08-08,1,16.142403264560794,1,0,0.9492923971959814,48,6,8
2021-08-09,1,5.8319169999669285,0,0,-0.0861556082028058,46,0,8
2021-08-10,1,19.94769827064702,0,0,2.245244648045736,34,1,8
2021-08-11,1,5.329670470557176,0,0,-0.2856492375108947,47,2,8
2021-08-12,1,10.595343704138436,0,0,0.8085986152724829,48,3,8
2021-08-13,1,15.21459567715625,0,0,-1.1544818385375568,44,4,8
2021-08-14,1,8.87333134693975,0,0,-0.0029342278770504,52,5,8
2021-08-15,1,7.215750264702725,1,0,1.0205653313957015,48,6,8
2021-08-16,1,13.713887647421831,1,0,-0.131417541979358,43,0,8
2021-08-17,1,12.943847627509545,1,0,3.0454340613463304,42,1,8
2021-08-18,1,5.1936482292013855,0,0,0.3807768351310317,57,2,8
2021-08-19,1,13.300801388134012,0,1,-0.7173603767696259,46,3,8
2021-08-20,1,13.482862720503654,0,0,1.0881182696407266,35,4,8
2021-08-21,1,13.278232042793055,0,0,-1.1605299686746129,40,5,8
2021-08-22,1,10.4592358904083,0,0,0.9574677583708148,47,6,8
2021-08-23,1,17.416055731479997,1,0,-1.550368584650342,44,0,8
2021-08-24,1,8.735864883622533,1,0,1.1150541366096989,52,1,8
2021-08-25,1,16.213283641095508,0,0,1.761405738533594,41,2,8
2021-08-26,1,15.48288191645704,0,0,-0.4188104342458622,38,3,8
2021-08-27,1,17.540263552349177,0,0,0.7074191519929034,38,4,8
2021-08-28,1,14.09815785157666,0,0,-1.42053905368372,42,5,8
2021-08-29,1,9.74925578933789,0,0,-0.2194241733065491,50,6,8
2021-08-30,1,15.440431313776736,1,0,1.5715428084698748,46,0,8
2021-08-31,1,7.776258696265792,0,0,-0.0043309145369998,46,1,8
2021-09-01,1,14.876277596086512,0,0,-0.340769642923889,42,2,9
2021-09-02,1,9.5073505885291,0,0,-0.5875396267128018,51,3,9
2021-09-03,1,7.1577597501419845,0,0,-1.5816249671991969,45,4,9
2021-09-04,1,16.91884428552065,0,0,2.9568970345014467,40,5,9
2021-09-05,1,17.839793813331617,0,0,0.341575182085913,34,6,9
2021-09-06,1,14.670274371945068,0,0,-0.127271253732348,47,0,9
2021-09-07,1,8.237332469383581,0,0,0.6298132336745661,42,1,9
2021-09-08,1,13.812240920698969,0,0,0.2651512069640561,40,2,9
2021-09-09,1,17.373340290838165,0,0,-1.0712991826487743,42,3,9
2021-09-10,1,17.261461404487818,0,0,-0.9939895578337836,41,4,9
2021-09-11,1,11.725461613395684,0,0,-0.6462707306441544,38,5,9
2021-09-12,1,6.18814776537886,1,0,0.7488530225797312,52,6,9
2021-09-13,1,12.584831756441364,1,0,-0.2484432829863891,39,0,9
2021-09-14,1,9.978222456059846,0,0,0.5692261975098981,42,1,9
2021-09-15,1,14.805089628607782,0,0,1.168909796751684,33,2,9
2021-09-16,1,18.507494609978316,0,0,0.0613181126738032,36,3,9
2021-09-17,1,8.281173276233629,0,0,-0.7776221056353181,51,4,9
2021-09-18,1,18.019544482181097,0,1,-1.4591942168433212,49,5,9
2021-09-19,1,18.356828988046423,0,0,0.3605735442940941,38,6,9
2021-09-20,1,13.53251047680249,0,0,-0.5781280315848473,50,0,9
2021-09-21,1,13.94127297389004,1,0,0.4747857219495069,43,1,9
2021-09-22,1,6.805505852987609,0,0,0.7901767913476256,57,2,9
2021-09-23,1,10.662353826042374,1,0,-0.6917527059303319,49,3,9
2021-09-24,1,18.76279671144516,1,0,-0.9066915514559368,42,4,9
2021-09-25,1,8.446506212034688,0,0,-0.3800266311137053,53,5,9
2021-09-26,1,10.15213462256288,0,0,-0.5455284975366269,49,6,9
2021-09-27,1,14.050965467848483,1,0,0.8250138129250942,40,0,9
2021-09-28,1,12.4006298394891,0,0,1.7337751982462657,44,1,9
2021-09-29,1,11.665682786235486,0,0,-0.9373306589295962,46,2,9
2021-09-30,1,13.804345807272062,0,0,-1.0773971446648547,45,3,9
2021-10-01,1,17.38892599090599,1,0,-0.4347770142092231,36,4,10
2021-10-02,1,10.521625782934798,0,0,-0.4686091153689735,45,5,10
2021-10-03,1,12.617484245995527,0,0,0.2928235265649754,49,6,10
2021-10-04,1,9.156965354843017,0,0,1.4636850254549445,51,0,10
2021-10-05,1,19.12402694262611,0,0,-0.4637542421223094,45,1,10
2021-10-06,1,17.089889665254468,0,0,0.8916219838585242,46,2,10
2021-10-07,1,16.029845745062815,0,0,0.770959975205777,48,3,10
2021-10-08,1,10.88727630340239,0,0,1.9171957051437836,42,4,10
2021-10-09,1,17.96618693001377,0,0,-0.514652435220514,42,5,10
2021-10-10,1,15.36125684060325,0,0,-0.0144703394054144,39,6,10
2021-10-11,1,9.561771479258258,0,0,1.0851608331799585,54,0,10
2021-10-12,1,6.831915262966958,1,0,0.5421914978946446,47,1,10
2021-10-13,1,11.085240499863136,0,0,-0.4584354593381679,50,2,10
2021-10-14,1,16.19516525774024,0,0,0.2482574113057336,35,3,10
2021-10-15,1,7.805330843283229,0,0,-1.902598931295593,41,4,10
2021-10-16,1,11.0454361340913,0,0,2.114880868776475,43,5,10
2021-10-17,1,12.181030450615442,0,0,0.4235866997806596,49,6,10
2021-10-18,1,12.121720254657866,0,0,0.0365649043594403,40,0,10
2021-10-19,1,11.97108115517727,0,0,-0.3202319168238097,44,1,10
2021-10-20,1,18.106485089488693,0,0,0.3791308995704419,48,2,10
2021-10-21,1,14.746132534181111,1,0,-0.5855423691420197,50,3,10
2021-10-22,1,8.184918657564845,1,0,-2.7130222590595854,41,4,10
2021-10-23,1,17.597447543514754,0,1,-0.3880219263949853,46,5,10
2021-10-24,1,17.126785885801688,0,0,0.2083927366685268,42,6,10
2021-10-25,1,13.994457627932332,0,0,1.7134768513575884,35,0,10
2021-10-26,1,19.58362784315519,0,0,1.74088796105464,46,1,10
2021-10-27,1,9.227541782184804,1,0,1.6794936667386566,44,2,10
2021-10-28,1,15.531858707317788,0,0,0.0070833608963108,45,3,10
2021-10-29,1,10.588783371453474,0,0,-1.2560575252184245,42,4,10
2021-10-30,1,7.716737113625666,0,0,-0.0494608420309963,40,5,10
2021-10-31,1,11.9143751870803,0,0,-0.7664453474178501,44,6,10
2021-11-01,1,8.22906719894943,0,0,0.1059192174067058,53,0,11
2021-11-02,1,12.26892373599173,0,0,-0.4638482605813621,51,1,11
2021-11-03,1,8.478788590488179,0,0,0.1869042105076517,46,2,11
2021-11-04,1,18.46625495808545,0,0,0.2397550906712245,40,3,11
2021-11-05,1,15.139042090292772,0,0,-1.1449764469679629,42,4,11
2021-11-06,1,16.950459338874435,0,0,-0.1895823303128874,35,5,11
2021-11-07,1,15.311564308491826,0,0,-0.249725338347753,44,6,11
2021-11-08,1,19.5455319162752,0,1,0.3975171535914598,35,0,11
2021-11-09,1,16.230918642631714,0,0,-0.750465125434288,46,1,11
2021-11-10,1,12.353646507339636,0,0,0.5947719253463535,43,2,11
2021-11-11,1,18.57649104451177,0,0,0.0784998937641403,41,3,11
2021-11-12,1,12.943975113375052,1,0,-0.1356918945996477,41,4,11
2021-11-13,1,19.425331204257617,0,0,-0.39160662622811,44,5,11
2021-11-14,1,11.29453023042775,1,0,1.0131546282703032,41,6,11
2021-11-15,1,10.64984555911814,1,0,-1.7266834711685757,50,0,11
2021-11-16,1,6.481491548979824,0,0,-0.2568288750511933,51,1,11
2021-11-17,1,18.960433463933622,0,0,-0.8596448944537001,44,2,11
2021-11-18,1,14.567256012256845,0,0,2.1279733769533866,41,3,11
2021-11-19,1,14.172180610294426,0,0,-0.2648685961014826,40,4,11
2021-11-20,1,11.186626214997652,0,0,-0.5945132313205221,47,5,11
2021-11-21,1,9.378109487922996,1,0,-1.014152148127741,42,6,11
2021-11-22,1,8.187646178122343,1,0,-0.6965950901390408,46,0,11
2021-11-23,1,12.166509358795953,1,0,0.2178235746513112,52,1,11
2021-11-24,1,16.54144412082742,0,0,0.418559492364948,48,2,11
2021-11-25,1,19.048118505898906,1,0,0.9147584166231568,38,3,11
2021-11-26,1,17.881549713951976,0,0,-0.7721948399195104,43,4,11
2021-11-27,1,6.871227436504569,1,0,-0.2725211982158647,56,5,11
2021-11-28,1,16.697986740967657,0,0,1.0397584169377303,43,6,11
2021-11-29,1,15.370309869795268,0,0,0.033926623766189,43,0,11
2021-11-30,1,5.697154822171643,0,0,0.434697136902251,37,1,11
2021-12-01,1,18.97309674811286,0,0,0.0511611776712518,39,2,12
2021-12-02,1,14.758601523163804,0,0,-1.5310289296172936,39,3,12
2021-12-03,1,12.504135872001298,1,0,-0.2855634532577085,41,4,12
2021-12-04,1,15.55451525174969,0,0,2.2507950440943034,46,5,12
2021-12-05,1,10.63695394624902,1,0,-2.261903313028362,46,6,12
2021-12-06,1,13.633042872496247,0,0,1.7426816556630575,46,0,12
2021-12-07,1,16.50196175832837,0,0,1.0487753449696824,38,1,12
2021-12-08,1,12.27188609935295,0,0,1.6775863473372816,48,2,12
2021-12-09,1,17.09165903751212,1,0,-0.208929448946388,45,3,12
2021-12-10,1,10.987912716732854,1,0,-2.83829722782422,34,4,12
2021-12-11,1,6.751227837583871,1,0,1.3268108386792998,56,5,12
2021-12-12,1,6.28566278975408,0,0,-0.2036211611829018,50,6,12
2021-12-13,1,8.767475746460203,0,0,0.2392082803226411,39,0,12
2021-12-14,1,10.216195977101894,0,0,0.8067629893442759,38,1,12
2021-12-15,1,9.367902356913136,0,0,-0.8995909912264084,51,2,12
2021-12-16,1,18.67014904582238,1,1,0.0416459330931415,46,3,12
2021-12-17,1,15.64426519778034,0,0,0.2806633918817701,43,4,12
2021-12-18,1,15.972102020366217,1,0,-0.6130545008663186,41,5,12
2021-12-19,1,13.125335541070095,0,0,0.3582017429361578,48,6,12
2021-12-20,1,18.942359663381232,0,0,1.043321029444637,37,0,12
2021-12-21,1,9.286248904270082,0,0,0.2377638739852091,56,1,12
2021-12-22,1,16.973365273337777,0,0,0.1641115597238964,40,2,12
2021-12-23,1,12.45814624993968,1,0,-0.5086450244144874,32,3,12
2021-12-24,1,16.11452892830251,0,0,0.7942322953855524,41,4,12
2021-12-25,1,17.886241029471883,1,0,-0.3228978450368987,54,5,12
2021-12-26,1,18.368103347401103,0,0,0.2468961849139118,45,6,12
2021-12-27,1,5.651158090688641,1,0,-0.0867847671800465,54,0,12
2021-12-28,1,5.159884712283484,0,0,-0.3484554799702522,53,1,12
2021-12-29,1,6.636744728969504,1,0,-1.0180745177808015,48,2,12
2021-12-30,1,19.885457311131933,0,0,0.7949832892407918,39,3,12
2021-12-31,1,14.015796797623254,0,0,-0.6933754367744556,41,4,12
2022-01-01,1,7.334157745941568,0,0,-0.419528208875805,44,5,1
2022-01-02,1,11.18643565225771,1,0,0.2397826694663214,47,6,1
2022-01-03,1,13.3245283652498,0,0,0.9672495754613364,43,0,1
2022-01-04,1,18.31120062717725,0,0,0.439832805214666,42,1,1
2022-01-05,1,10.865376620336546,0,0,0.5267129205914894,52,2,1
2022-01-06,1,16.738551783223187,0,0,0.6212659805401068,45,3,1
2022-01-07,1,16.29580301254765,0,0,-0.63252706766872,30,4,1
2022-01-08,1,18.90089175793255,1,0,-1.02136238662473,43,5,1
2022-01-09,1,17.89611322798406,1,0,-0.724846724222738,46,6,1
2022-01-10,1,17.815226337520738,0,0,-0.2719301728431056,29,0,1
2022-01-11,1,7.705182963504564,0,0,0.991802603891942,43,1,1
2022-01-12,1,13.229949831784648,0,1,-1.030099740635788,47,2,1
2022-01-13,1,6.534007064535536,1,0,-1.314588631662827,45,3,1
2022-01-14,1,15.553660935913998,0,0,0.3962095391312802,38,4,1
2022-01-15,1,10.75675665679342,0,0,0.97011106958165,37,5,1
2022-01-16,1,9.235011426065356,0,0,-1.2394990433344342,47,6,1
2022-01-17,1,15.78161433426022,0,0,2.9731880467261718,43,0,1
2022-01-18,1,11.863647379217223,0,0,-1.3825035351166952,49,1,1
